M,C,N,bar_alpha,F,delta_global,delta_cell,eps_M,L_alpha,U_2,U_F,m_L,issued,eta_star,method,R_cert,mL_le_0,UF_eq_quarter,R_cert_eq_1,R_cert_lt_07,R_cert_lt_03
100,6,8,0.7,0.0,0.1,0.016666666666666666,0.16553910298388702,0.5344608970161129,0.655539102983887,0.25,0.03446089701611288,True,0.03445492286276426,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.7,0.01,0.1,0.016666666666666666,0.16553910298388702,0.5344608970161129,0.665539102983887,0.25,0.03446089701611288,True,0.03445492286276426,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.7,0.03,0.1,0.016666666666666666,0.16553910298388702,0.5344608970161129,0.6855391029838869,0.25,0.03446089701611288,True,0.03445492286276426,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.7,0.05,0.1,0.016666666666666666,0.16553910298388702,0.5344608970161129,0.7055391029838869,0.25,0.03446089701611288,True,0.03445492286276426,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.7,0.1,0.1,0.016666666666666666,0.16553910298388702,0.5344608970161129,0.7555391029838869,0.25,0.03446089701611288,True,0.03445492286276426,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.75,0.0,0.1,0.016666666666666666,0.16553910298388702,0.5844608970161129,0.7280391029838871,0.25,0.08446089701611292,True,0.08445530356418027,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.75,0.01,0.1,0.016666666666666666,0.16553910298388702,0.5844608970161129,0.7380391029838871,0.25,0.08446089701611292,True,0.08445530356418027,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.75,0.03,0.1,0.016666666666666666,0.16553910298388702,0.5844608970161129,0.7580391029838871,0.25,0.08446089701611292,True,0.08445530356418027,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.75,0.05,0.1,0.016666666666666666,0.16553910298388702,0.5844608970161129,0.7780391029838871,0.25,0.08446089701611292,True,0.08445530356418027,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.75,0.1,0.1,0.016666666666666666,0.16553910298388702,0.5844608970161129,0.8280391029838869,0.25,0.08446089701611292,True,0.08445530356418027,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.8,0.0,0.1,0.016666666666666666,0.16553910298388702,0.634460897016113,0.8055391029838872,0.25,0.13446089701611297,True,0.1344553934355936,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.8,0.01,0.1,0.016666666666666666,0.16553910298388702,0.634460897016113,0.8155391029838872,0.25,0.13446089701611297,True,0.1344553934355936,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.8,0.03,0.1,0.016666666666666666,0.16553910298388702,0.634460897016113,0.8355391029838872,0.25,0.13446089701611297,True,0.1344553934355936,scipy-bounded,1.0,0,1,1,0,0
100,6,8,0.8,0.05,0.1,0.016666666666666666,0.16553910298388702,0.634460897016113,0.8555391029838872,0.25,0.13446089701611297,True,0.1344553934355936,scipy-bounded,1.0,0,1,1,0,0
